css-1jxf684,css-175oi2r href,css-9pa8cd src,css-175oi2r href 2,css-1jxf684 2,css-1jxf684 3,css-146c3p1,css-1jxf684 4,css-146c3p1 href,css-1jxf684 href,css-1jxf684 5,css-1jxf684 href 2,css-1jxf684 6,css-1jxf684 8,css-175oi2r href 4,css-9pa8cd src 2,css-175oi2r href 5,css-175oi2r href 8,css-1jxf684 9,r-4qtqp9 src,css-146c3p1 2,css-1jxf684 10,r-4qtqp9 src 2,r-4qtqp9 src 3,css-1jxf684 11,css-1jxf684 12,css-1jxf684 13,css-1jxf684 14,css-1jxf684 15
https://x.com/Putra70487911,https://pbs.twimg.com/profile_images/1725678826552983552/O-nU5T-P_bigger.jpg,https://x.com/Putra70487911,PutradaSpurs,@Putra70487911,·,https://x.com/Putra70487911/status/1638755058711158784/analytics,Sy yg keturunan garut malah blm pernah kesana,,,,https://x.com/Putra70487911/status/1638755058711158784,23-Mar-23,261,https://abs-0.twimg.com/emoji/v2/svg/1f923.svg,,,,,,,,,,,,,,
https://x.com/akmalabidzar,https://pbs.twimg.com/profile_images/1131935331245207552/wNFJwQ3r_bigger.jpg,https://x.com/akmalabidzar,akmal,@akmalabidzar,·,https://x.com/akmalabidzar/status/1638477571053715456/analytics,Kenapa g bikin sarung jok mobil y,,,,https://x.com/akmalabidzar/status/1638477571053715456,22-Mar-23,986,,,,,,,,,,,,,,,
https://x.com/AIADigibuy,https://pbs.twimg.com/profile_images/1603542769535897601/Mb-y16Im_bigger.jpg,https://x.com/AIADigibuy,Enita Robentrop,@AIADigibuy,·,https://x.com/AIADigibuy/status/1638656468068220933/analytics,Cari jaker kulit bulu domba garut sekelas,,,,https://x.com/AIADigibuy/status/1638656468068220933,23-Mar-23,369,,,,,,,,,,,,,,,
https://x.com/sumewo,https://pbs.twimg.com/profile_images/1457267725659611140/vZp6PLyg_bigger.jpg,https://x.com/sumewo,MEWO,@sumewo,·,https://x.com/sumewo/status/1638759244794306562/analytics,Baroonnn... :)),,,,https://x.com/sumewo/status/1638759244794306562,23-Mar-23,187,,,,,,,,,,,,,,,
https://x.com/yanuariant,https://pbs.twimg.com/profile_images/1631714548741976064/7cIKwgdy_bigger.jpg,https://x.com/yanuariant,~Yan,@yanuariant,·,https://x.com/yanuariant/status/1639072588889731074/analytics,"wah, udah lama pengen nyoba keretaan ke garut",,,,https://x.com/yanuariant/status/1639072588889731074,24-Mar-23,78,,,,,,,,,,,,,,,
https://x.com/ViddyFebrianto,https://pbs.twimg.com/profile_images/1894402457721282560/ZcEvlks__bigger.jpg,https://x.com/ViddyFebrianto,Viddy,@ViddyFebrianto,·,https://x.com/ViddyFebrianto/status/1638669085650341888/analytics,jaket kulit nya alus,,,,https://x.com/ViddyFebrianto/status/1638669085650341888,23-Mar-23,359,,,,,,,,,,,,,,,
https://x.com/indomidclass,https://pbs.twimg.com/profile_images/1389721031661604864/hx_5Dq-Z_bigger.jpg,https://x.com/indomidclass,oggy without the cockroaches,@indomidclass,·,https://x.com/indomidclass/status/1638746769021607936/analytics,dikasih logo,,,@maternalDSSTR,https://x.com/indomidclass/status/1638746769021607936,23-Mar-23,368,,,,,,,,,,,,,,,
https://x.com/sakulawu,https://pbs.twimg.com/profile_images/1386101269371101188/rsalP3j2_bigger.jpg,https://x.com/sakulawu,Musdamin,@sakulawu,·,https://x.com/sakulawu/status/1638750131532238848/analytics,Ada akun ig produsennya..?,,,,https://x.com/sakulawu/status/1638750131532238848,23-Mar-23,167,,,,,,,,,,,,,,,
https://x.com/HendraRottens,https://pbs.twimg.com/profile_images/514036878056497152/-t7_YLi-_bigger.jpeg,https://x.com/HendraRottens,Hen_dra,@HendraRottens,·,https://x.com/HendraRottens/status/1638865848797646849/analytics,"Sukaregang ya pak?
Memang bagus2 dan murah2. Jgn lupa, sepatu/sandalnya langsung di sol ulang. Biar lebih kuat mantap.",,,,https://x.com/HendraRottens/status/1638865848797646849,23-Mar-23,120,,,,,,,,,,,,,,,
https://x.com/mbaksrintil,https://pbs.twimg.com/profile_images/1741810497794797569/c9PPEx4P_bigger.jpg,https://x.com/mbaksrintil,Mbak Sri,@mbaksrintil,·,https://x.com/mbaksrintil/status/1638491863421456384/analytics,"Beli sepatu kulit produk garut cuma 200ribuan, pak",,,,https://x.com/mbaksrintil/status/1638491863421456384,22-Mar-23,1 rb,,,,,,,,,,,,,,,
https://x.com/dank_shanu,https://pbs.twimg.com/profile_images/1670430060426457088/9Pab2TwM_bigger.jpg,https://x.com/dank_shanu,Sanusiiiiii,@dank_shanu,·,https://x.com/dank_shanu/status/1638794249662767104/analytics,Pasar Sukaregang ini mantepp,,,,https://x.com/dank_shanu/status/1638794249662767104,23-Mar-23,108,https://abs-0.twimg.com/emoji/v2/svg/1f601.svg,,,,,,,,,,,,,,
https://x.com/just3mi,https://pbs.twimg.com/profile_images/1877366392590315520/ZuEORIb__bigger.jpg,https://x.com/just3mi,ابن جعفر,@just3mi,·,https://x.com/just3mi/status/1638821994325250050/analytics,"Sdh 3x ke garut, nyampenya pertokoan pinggir jalan aja, taunya ada pasar nya... Btw dl beli 2 jaket kulit, sdh 7 th masih awet...",,,,https://x.com/just3mi/status/1638821994325250050,23-Mar-23,189,,,,,,,,,,,,,,,
https://x.com/Gilangk50165550,https://pbs.twimg.com/profile_images/1014856557878624257/5kJECMPp_bigger.jpg,https://x.com/Gilangk50165550,Gilangkencana,@Gilangk50165550,·,https://x.com/Gilangk50165550/status/1638835486981771268/analytics,Dulu pernah beli sepatu dipake tiap hari sampe boseeeenn masih awet aja,,,,https://x.com/Gilangk50165550/status/1638835486981771268,23-Mar-23,111,,,,,,,,,,,,,,,
https://x.com/YusronM,https://pbs.twimg.com/profile_images/1595700618810662912/oJJ5nhGN_bigger.jpg,https://x.com/YusronM,Muhammad Yusron,@YusronM,·,https://x.com/YusronM/status/1638852393499783169/analytics,Beli tas slempang murah pake kulit domba disini mantep awet pisan sampe sekarang uda 2taunan gak ada yg ngelotok sama sekali,,,,https://x.com/YusronM/status/1638852393499783169,23-Mar-23,13,,,,,,,,,,,,,,,
https://x.com/evimeti,https://pbs.twimg.com/profile_images/1473431437810434048/h7DHdOyh_bigger.jpg,https://x.com/evimeti,.E.M.S.,@evimeti,·,https://x.com/evimeti/status/1638850726041620480/analytics,Sukaregang... tempat favorit alm. Mamah kalo lagi pengen healing.. langsung gas bandung-garut,,,,https://x.com/evimeti/status/1638850726041620480,23-Mar-23,177,,,,,,,,,,,,,,,
https://x.com/miffakih,https://pbs.twimg.com/profile_images/1578738266102444034/OZlIxQ4T_bigger.jpg,https://x.com/miffakih,Miftahul Fakih,@miffakih,·,https://x.com/miffakih/status/1638777579628015618/analytics,kuy kesini,1,,@niiinennnn,https://x.com/miffakih/status/1638777579628015618,23-Mar-23,287,,,,,,,,,,,,,,,
https://x.com/istrimuuw,https://pbs.twimg.com/profile_images/1616796454932336641/q7MXYQQg_bigger.jpg,https://x.com/istrimuuw,UKHTI BAIK,@istrimuuw,·,https://x.com/istrimuuw/status/1638474596239417345/analytics,"Aaah pengen banget ke Garut, ex-husband ku tergila² banget sama jaket, sepatu, tas yg bahan kulit kaya gini.",,,,https://x.com/istrimuuw/status/1638474596239417345,22-Mar-23,1 rb,,,,,,,,,,,,,,,
https://x.com/ismailfahmi,https://pbs.twimg.com/profile_images/1905211478971744256/rJqoXdYE_bigger.jpg,https://x.com/ismailfahmi,Ismail Fahmi,@ismailfahmi,·,https://x.com/ismailfahmi/status/1638449502750408705/analytics,Sentra,52,219,Kulit,https://x.com/ismailfahmi/status/1638449502750408705,22-Mar-23,148 rb,,,,,,,,,,,,,,,
https://x.com/walian76,https://pbs.twimg.com/profile_images/1490899179840806913/sl4ZqRxB_bigger.jpg,https://x.com/walian76,walian76,@walian76,·,https://x.com/walian76/status/1148639462605254656/analytics,Saya pengrajin dari,produk,kulit,"menerima pesanan ,tas ,jaket,dompet, tali pinggang dll",https://x.com/walian76/status/1148639462605254656,10-Jul-19,,,,,,,,,,,,,,,,
https://x.com/glowandchill,https://pbs.twimg.com/profile_images/1860346662721585152/VaG-qXVZ_bigger.jpg,https://x.com/glowandchill,heny ✾,@glowandchill,·,https://x.com/glowandchill/status/1933479077207552152/analytics,Ga bisa pilih salah satu,22,240,kulit,https://x.com/glowandchill/status/1933479077207552152,13-Jun,20 rb,https://abs-0.twimg.com/emoji/v2/svg/1f642.svg,,,,,,,,,,,,,,
https://x.com/sandiuno,https://pbs.twimg.com/profile_images/1937145983869022208/Lgqz0JTD_bigger.jpg,https://x.com/sandiuno,Sandiaga Salahuddin Uno,@sandiuno,·,https://x.com/sandiuno/status/1435473276998877184/analytics,"Dengan membeli produk anak bangsa, berarti kita telah berkontribusi membuka LAPANGAN KERJA bagi pelaku ekonomi kreatif.",,,2,https://x.com/sandiuno/status/1435473276998877184,8-Sep-21,1,,,,,,,,,,,,,,,
https://x.com/sandiuno,https://pbs.twimg.com/profile_images/1937145983869022208/Lgqz0JTD_bigger.jpg,https://x.com/sandiuno,Sandiaga Salahuddin Uno,@sandiuno,·,https://x.com/sandiuno/status/1435473322465116166/analytics,"Kami berkomitmen untuk terus turun ke daerah-daerah di Indonesia, memastikan produk-produk ekraf kita bisa dioptimalkan untuk meningkatkan kesejahteraan. Semangat, guys!",3,2,,https://x.com/sandiuno/status/1435473322465116166,8-Sep-21,,,,,,,,,,,,,,,,
https://x.com/Fauzarozi,https://pbs.twimg.com/profile_images/1566289464292691968/dTFQBSmP_bigger.jpg,https://x.com/Fauzarozi,fzr,@Fauzarozi,·,https://x.com/Fauzarozi/status/1435536513790464003/analytics,"udah lama pak
kita cuma di "" pekerjakan dan di bil mereka ""
channel hermes banyak ambil di Indonesia di jual di luar bahkan kembali ke Indonesia
bahkan Jersey MU dulu made in Indonesia
kata bang",1,,@pandji,https://x.com/Fauzarozi/status/1435536513790464003,8-Sep-21,,,,,,,,,,,,,,,,
https://x.com/HJOK85402003,https://pbs.twimg.com/profile_images/1433537462303748096/lq1-2JQs_bigger.jpg,https://x.com/HJOK85402003,HJOK,@HJOK85402003,·,https://x.com/HJOK85402003/status/1435481727644758016/analytics,"Setuju pak menteri hasil produk2 dr ukm kt brrti mampu bersaing d pasaran Internasoinal trutama dr kwalitsnyasementara slh satu hambatan2 UKM kt mencari pemasaran kluar 

Betul pak menteri scr kwalitas produk2 ukm kt tdk d ragukan lg,tinggal pemetintah sj bgmn pangsanya bs bsr",,,,https://x.com/HJOK85402003/status/1435481727644758016,8-Sep-21,,,,,,,,,,,,,,,,
https://x.com/anny_41,https://pbs.twimg.com/profile_images/810434068357607424/qrhtIqFd_bigger.jpg,https://x.com/anny_41,Anny Karyani,@anny_41,·,https://x.com/anny_41/status/1435614023609769988/analytics,Sandal kulitnya juga bagus2 pak mentri,,,,https://x.com/anny_41/status/1435614023609769988,8-Sep-21,,,,,,,,,,,,,,,,
https://x.com/MauzaMujahidin,https://pbs.twimg.com/profile_images/1232351336718430209/A6BvUyDe_bigger.jpg,https://x.com/MauzaMujahidin,Mujahidin Mauza,@MauzaMujahidin,·,https://x.com/MauzaMujahidin/status/1435993530799824900/analytics,Faktanya pemerintah malah impor .beras cabe dll.d saat rakyat panen .,,,,https://x.com/MauzaMujahidin/status/1435993530799824900,9-Sep-21,,,,,,,,,,,,,,,,
https://x.com/HennyBrunner,https://pbs.twimg.com/profile_images/3726600219/402565ee9aa3599549919dc270e79386_bigger.jpeg,https://x.com/HennyBrunner,Henny Brunner,@HennyBrunner,·,https://x.com/HennyBrunner/status/1435812988561203200/analytics,Tapi produk Indonesia lengannya pasti deh suka kependekan pak. Kalau cari yang lengannya sesuai panjangnya bahunya kelebaran dan kedodoran. Coba liat punya bapak. Kependekan juga kan lengannya. Tolong dibina pak.,,,,https://x.com/HennyBrunner/status/1435812988561203200,9-Sep-21,,,,,,,,,,,,,,,,
https://x.com/tarmiziskp,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/tarmiziskp,Tarmiziskp,@tarmiziskp,·,https://x.com/tarmiziskp/status/1435799493128044549/analytics,,,,,https://x.com/tarmiziskp/status/1435799493128044549,9-Sep-21,,https://abs-0.twimg.com/emoji/v2/svg/1f44d.svg,,,,,,,,,,,,,,
https://x.com/SriRetnaning,https://pbs.twimg.com/profile_images/1322865986849009667/prbP9XUl_bigger.jpg,https://x.com/SriRetnaning,Sri Retnaning Sampurnaningsih,@SriRetnaning,·,https://x.com/SriRetnaning/status/1435622273923235841/analytics,Mari bangga menggunakan produk anak bangsa...,,,,https://x.com/SriRetnaning/status/1435622273923235841,8-Sep-21,,,,,,,,,,,,,,,,
https://x.com/adhie_triana,https://pbs.twimg.com/profile_images/1370712099115044864/ajYojGNe_bigger.jpg,https://x.com/adhie_triana,Adhie Triana,@adhie_triana,·,https://x.com/adhie_triana/status/1435541818284789760/analytics,"Pa tolong d bantu petani jagung yg d blitar..masa gara gara minta d perhatiin pemimpinnya,, mlah d amankan polisi..",,,,https://x.com/adhie_triana/status/1435541818284789760,8-Sep-21,,https://abs-0.twimg.com/emoji/v2/svg/1f614.svg,,,,,,,,,,,,,,
https://x.com/sandiuno,https://pbs.twimg.com/profile_images/1937145983869022208/Lgqz0JTD_bigger.jpg,https://x.com/sandiuno,Sandiaga Salahuddin Uno,@sandiuno,"Nggak perlu takut sama tarif Trump, kalau pakai produk buatan lokal! 

Indonesia punya banyak karya hebat buatan UMKM, salah satunya jaket kulit asli Garut produk Astiga Leather yang saya pakai.

Lewat sektor swasta, saya memilih ikut berperan menciptakan lapangan kerja dan membantu lebih banyak UMKM tembus pasar yang lebih luas. Semuanya bisa kita mulai dari satu hal sederhana, pakai dan cintailah produk-produk buatan Indonesia.",,2.45 PM · 18 Apr 2025,20,16,Balas,,,·,,,,,,,,,,,,,,,
https://x.com/yogi_Halim,https://pbs.twimg.com/profile_images/910153473/IMG0463A_bigger.jpg,https://x.com/yogi_Halim,yogi Halim,@yogi_Halim,·,https://x.com/yogi_Halim/status/1913169364867576056/analytics,"Kedelai Pak. Tempe setipis kartu atm.
Pupuk bahan baku nya.

Kalau bawang putih kating dan tekstil bersedia beli lokal lebih mahal (inflasi sebentar) jangka panjang nya stabil ketahanan swasembada walaupun lebih mahal dari impor.",,,,https://x.com/yogi_Halim/status/1913169364867576056,18-Apr,127,,,,,,,,,,,,,,,
https://x.com/JonieTan16,https://pbs.twimg.com/profile_images/1627325349771223041/kUsjt5Hq_bigger.jpg,https://x.com/JonieTan16,Joni16,@JonieTan16,·,https://x.com/JonieTan16/status/1913169818083299595/analytics,Mantappp pak,,,,https://x.com/JonieTan16/status/1913169818083299595,18-Apr,94,,,,,,,,,,,,,,,
https://x.com/Kyai_SebrangLor,https://pbs.twimg.com/profile_images/1913372471455252480/IH-Rnj52_bigger.jpg,https://x.com/Kyai_SebrangLor,BUKAN ''TERMUL'',@Kyai_SebrangLor,·,https://x.com/Kyai_SebrangLor/status/1913138694376268271/analytics,"TRUMP adalah kepanjangan dari ""Trading Unit Mecanical Product"".",,,,https://x.com/Kyai_SebrangLor/status/1913138694376268271,18-Apr,20,https://abs-0.twimg.com/emoji/v2/svg/1f601.svg,,,,,,,,,,,,,,
https://x.com/malekayy,https://pbs.twimg.com/profile_images/1953800343026016256/YzBM9b_K_bigger.jpg,https://x.com/malekayy,malakai,@malekayy,·,https://x.com/malekayy/status/1913425070443401252/analytics,Nah ini yg harusnya dibilang. Bener pak Sandi,,,,https://x.com/malekayy/status/1913425070443401252,19-Apr,44,https://abs-0.twimg.com/emoji/v2/svg/1f426-200d-2b1b.svg,,,,,,,,,,,,,,
https://x.com/alexisownss,https://pbs.twimg.com/profile_images/1765234795477712896/OIv4I3Mu_bigger.jpg,https://x.com/alexisownss,Janeta Januwidjadi,@alexisownss,·,https://x.com/alexisownss/status/1916233859714453610/analytics,Iya betul banget! Kita harus dukung produk lokal biar ekonomi makin maju!,,,,https://x.com/alexisownss/status/1916233859714453610,27-Apr,10,,,,,,,,,,,,,,,
https://x.com/caton_chan1456,https://pbs.twimg.com/profile_images/1672907586742665216/1Fz86gDR_bigger.png,https://x.com/caton_chan1456,Chan Caton,@caton_chan1456,·,https://x.com/caton_chan1456/status/1913305093564448915/analytics,"𝙱𝚊𝚙𝚊𝚔 𝚝𝚞𝚑 𝚘𝚔𝚎 𝚘𝚌𝚎 𝚋𝚊𝚗𝚐𝚎𝚝 
𝚃𝚊𝚙𝚒 𝚔𝚎𝚗𝚊𝚙𝚊 𝚍𝚊𝚗 𝚔𝚎𝚗𝚊𝚙𝚊 𝚓𝚊𝚍𝚒 𝚋𝚎𝚐𝚒𝚗𝚒 𝚋𝚎𝚐𝚒𝚝𝚞 
𝚂𝚊𝚗𝚐𝚊𝚝 𝚍𝚒 𝚜𝚊𝚢𝚊𝚗𝚐 𝚔𝚊𝚗 𝚑𝚊𝚗𝚢𝚊 𝚔𝚊𝚛𝚎𝚗𝚊 𝚙𝚘𝚕𝚒𝚝𝚒𝚔 𝚋𝚎𝚛𝚞𝚋𝚊𝚑",,,,https://x.com/caton_chan1456/status/1913305093564448915,19-Apr,38,,,,,,,,,,,,,,,
https://x.com/FaizalMubarock,https://pbs.twimg.com/profile_images/1178321313103958016/-_Aes76n_bigger.jpg,https://x.com/FaizalMubarock,Faizal Mubarock,@FaizalMubarock,·,https://x.com/FaizalMubarock/status/1913883853401493613/analytics,"Lah kita org rakyat sederhana dari dulu pake barang lokal,orang kaya aja yang suka beli barang brend luar,",,,,https://x.com/FaizalMubarock/status/1913883853401493613,20-Apr,33,https://abs-0.twimg.com/emoji/v2/svg/1f92d.svg,,,,,,,,,,,,,,
https://x.com/bataksidabutar,https://pbs.twimg.com/profile_images/1919312412014194688/lABn2SI8_bigger.jpg,https://x.com/bataksidabutar,B,@bataksidabutar,·,https://x.com/bataksidabutar/status/1913185340224909641/analytics,Benar pak,,,@sandiuno,https://x.com/bataksidabutar/status/1913185340224909641,18-Apr,112,https://abs-0.twimg.com/emoji/v2/svg/1f44d.svg,,,,,,,,,,,,,,
https://x.com/thoyibig,https://pbs.twimg.com/profile_images/1921512760468553728/puXA5t4q_bigger.jpg,https://x.com/thoyibig,Talitimba,@thoyibig,·,https://x.com/thoyibig/status/1913198832684536102/analytics,Bukannya tarif yang diputuskan Trump itu dikenakan untuk barang yang diekspor ke Amerika?,,,,https://x.com/thoyibig/status/1913198832684536102,18-Apr,94,,,,,,,,,,,,,,,
https://x.com/andipadillah7,https://pbs.twimg.com/profile_images/1830434562763317248/WsgHuHYU_bigger.jpg,https://x.com/andipadillah7,andi padillah,@andipadillah7,·,https://x.com/andipadillah7/status/1913809043484971042/analytics,"Kalau rakyat gak ada yg di takutin pak......
Yg takut itu cuma pemerintah sajaa",,,,https://x.com/andipadillah7/status/1913809043484971042,20-Apr,,,,,,,,,,,,,,,,
https://x.com/mundhri03180616,https://pbs.twimg.com/profile_images/1562656252093550592/AYaLqBgf_bigger.jpg,https://x.com/mundhri03180616,Wafi Al shadiq,@mundhri03180616,·,https://x.com/mundhri03180616/status/1913253290764386489/analytics,Beberapa bulan ini pak sandi lebih intens dgn pemerintah.ada kemungkinan bergabung dgn pemerintah ya pak.,,,,https://x.com/mundhri03180616/status/1913253290764386489,18-Apr,60,,,,,,,,,,,,,,,
https://x.com/sebenarhujan,https://pbs.twimg.com/profile_images/1706577628042498048/q8e6aWdV_bigger.jpg,https://x.com/sebenarhujan,nugraha dwitama,@sebenarhujan,·,https://x.com/sebenarhujan/status/1913417442988331106/analytics,Sayangnya malah smakin tunduk sma kemauan Trump....,,,,https://x.com/sebenarhujan/status/1913417442988331106,19-Apr,41,,,,,,,,,,,,,,,
https://x.com/doelpaten,https://pbs.twimg.com/profile_images/1734501177587572736/5kVTt28s_bigger.jpg,https://x.com/doelpaten,doelpaten,@doelpaten,·,https://x.com/doelpaten/status/1913178901033160706/analytics,"Memangnya rakyat amrik sdh dapat memenuhi semua kebutuhannya ya?

Kalo belum, dgn menerapkan tarif import yg tinggi, harga2 dlm negeri pasti melonjak, tak perlu digerakkan, rakyat Amerika sendiri yg akan marah kpd Trump",,,,https://x.com/doelpaten/status/1913178901033160706,18-Apr,108,,,,,,,,,,,,,,,
https://x.com/TeaterCikini,https://pbs.twimg.com/profile_images/1933782366423822341/OICBfdjl_bigger.jpg,https://x.com/TeaterCikini,Sanggar Sinara Nusantara,@TeaterCikini,·,https://x.com/TeaterCikini/status/1914570819545784322/analytics,Bapak,,,@sandiuno,https://x.com/TeaterCikini/status/1914570819545784322,22-Apr,17,https://abs-0.twimg.com/emoji/v2/svg/1f644.svg,,,,,,,,,,,,,,
https://x.com/obedNababaN,https://pbs.twimg.com/profile_images/1095836353080610816/N6FrVwGn_bigger.jpg,https://x.com/obedNababaN,obed nababan,@obedNababaN,·,https://x.com/obedNababaN/status/1913358722166128741/analytics,Come on lah pak jelas jelas,,,@prabowo,https://x.com/obedNababaN/status/1913358722166128741,19-Apr,33,,,,,,,,,,,,,,,
https://x.com/woilo_official,https://pbs.twimg.com/profile_images/1887430987245887490/T3UXUKYE_bigger.jpg,https://x.com/woilo_official,Woilo,@woilo_official,·,https://x.com/woilo_official/status/1913137362735157519/analytics,"Setuju banget, pak! Memang kita harus bangga dan mendukung produk lokal. Karya-karya UMKM seperti jaket kulit Garut itu luar biasa. Dengan membeli produk lokal, kita juga membantu menciptakan lapangan kerja. Semoga makin banyak yang peduli sama produk dalam negeri!",,,,https://x.com/woilo_official/status/1913137362735157519,18-Apr,141,https://abs-0.twimg.com/emoji/v2/svg/1f44a.svg,,,,,,,,,,,,,,
https://x.com/andipadillah7,https://pbs.twimg.com/profile_images/1830434562763317248/WsgHuHYU_bigger.jpg,https://x.com/andipadillah7,andi padillah,@andipadillah7,·,https://x.com/andipadillah7/status/1913809043484971042/analytics,"Kalau rakyat gak ada yg di takutin pak......
Yg takut itu cuma pemerintah sajaa",,,,https://x.com/andipadillah7/status/1913809043484971042,20-Apr,29,,,,,,,,,,,,,,,
https://x.com/sandiuno,https://pbs.twimg.com/profile_images/1937145983869022208/Lgqz0JTD_bigger.jpg,https://x.com/sandiuno,Sandiaga Salahuddin Uno,@sandiuno,·,https://x.com/sandiuno/status/1435473177170178048/analytics,Buat apa beli,13,19,produk,https://x.com/sandiuno/status/1435473177170178048,8-Sep-21,,,,,,,,,,,,,,,,
https://x.com/sandiuno,https://pbs.twimg.com/profile_images/1937145983869022208/Lgqz0JTD_bigger.jpg,https://x.com/sandiuno,Sandiaga Salahuddin Uno,@sandiuno,·,https://x.com/sandiuno/status/1913136729185534122/analytics,"Nggak perlu takut sama tarif Trump, kalau pakai",20,16,produk,https://x.com/sandiuno/status/1913136729185534122,18-Apr,8 rb,,,,,,,,,,,,,,,
https://x.com/skinsofun,https://pbs.twimg.com/profile_images/1576410562757791750/388vAu20_bigger.jpg,https://x.com/skinsofun,chan,@skinsofun,·,https://x.com/skinsofun/status/1556579783106269184/analytics,untuk mencerahkan dan meratakan warna,Produk,kulit,"badan!

Campuran duet maut Vaseline Gluta Hya + Nutrishe Serum. Suka banget sama hasilnya,",https://x.com/skinsofun/status/1556579783106269184,8 Agt 2022,dan 1 lainnya,https://abs-0.twimg.com/emoji/v2/svg/1f44c.svg,,,,,,,,,,,,,,
https://x.com/glowinbeautyy,https://pbs.twimg.com/profile_images/1528237164504690689/OrBPWLA1_bigger.jpg,https://x.com/glowinbeautyy,ismi 𐙚˙⋆.˚ ᡣ𐭩,@glowinbeautyy,·,https://x.com/glowinbeautyy/status/1832978369652416963/analytics,"NO ENDORSE!!
Guys kalo kalian punya bekas luka, aku sangat merekomendasikan",20,199,produk,https://x.com/glowinbeautyy/status/1832978369652416963,9-Sep-24,76 rb,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,,,,,,,,,,,,,,
https://x.com/nirwan_anestesi,https://pbs.twimg.com/profile_images/1743912169136324608/TIYak2oE_bigger.jpg,https://x.com/nirwan_anestesi,Nirwan Satria,@nirwan_anestesi,·,https://x.com/nirwan_anestesi/status/1701131826797092908/analytics,Silahkan gaaaes... Jaket,1,3,kulit,https://x.com/nirwan_anestesi/status/1701131826797092908,11-Sep-23,426,,,,,,,,,,,,,,,
